8859_1
,,
8798, "AuditNotifier Error: unexpected class type: {0}, no notification sent", 0-class name
8806, "File ''{0}'' is deleted, but still exists.", 0-file
8831, "Unknown CSV format error code {0} in ""{1}"", line {2}", 0-error code 1-path 2-lineNumber
8832, "Unbalanced quotes in ""{0}"", line {1}", 0-path 1-lineNumber
8896, "Error while writing to {0}: {1}", 0-file name 1-stack trace
8905, "Error while creating temp directory: {0}", 0-stack trace
9066, "Error while persisting string resources: {0}", 0-exception
9042, "Attempting to back up file ''{0}'' from ''{1}' failed'", 0-file to back up 1-file to back up from
9043, "File replacement for file ''{0}'' is in a bad state, backup file is: ''{1}'', temp file is: ''{2}''", 0-base file 1-back up 2-temp file
9157, "Unable to instantiate the SignalHandler implementation {0}.", 0-class name
9158, "Unable to register the SignalHandler {0} for the signal {1} as this handler has already been registered for another signal", 0-handler 1-signal
9159, "Unable to register the SignalHandler {0} for the signal {1}: {2}", 0-handler 1-signal 2-reason
9160, "Unable to raise the signal {0}: {1}", 0-signal 1-reason
9161, "Received signal {0}", 0-signal
9316, "Caught exception while updating the {0} metrics: {1}", 0-name 1-exception
9891, "Exception occurred while batch deleting persisted tokens: {1} {2}", 0-baseids 1-exception stack
10280, "Generated string exceeded max length of {0}", 0-max length
10371, "Error deserializing list: {0}",
10405, "safeWriteObject: The file {0} does not exists. Creating new file.", 0-file name
10410, "The file {0} will be deleted when the virtual machine terminates.", 0-file name
10843, "cXML date format does not allow milliseconds. Ignoring milliseconds in a date string = ""{0}""", 0-date string
10886, "Can not create directory ""{0}"" path=""{1}"" stack trace: {2}", 0 - directory name 1 - directory path 2 - stack trace
10887, "File ""{0}"" path=""{1}"" is not a directory. Stack trace: {2}", 0 - directory name 1 - directory path 2 - stack trace
10888, "Setting up auto recycle for CatalogSearch node: {0}", 0-node name
11772, "Caught exception while trying to close {0} : {1}", 0-object to be closed 1-exception
11773, "Exception thrown while getting the content of URL: {0} Exception : {1}", 0-url 1-exception
